Sample	Library	Locality	Region	Index	Duplicate
MB2_044	DrumLib6	MB2	Western Gulf	4	N
MB2_045	DrumLib6	MB2	Western Gulf	4	N
MB2_046	DrumLib6	MB2	Western Gulf	4	N
MB2_047	DrumLib6	MB2	Western Gulf	4	N
MB2_048	DrumLib6	MB2	Western Gulf	4	N
MB2_049	DrumLib6	MB2	Western Gulf	4	N
MB2_050	DrumLib6	MB2	Western Gulf	4	N
MDC_0777	DrumLib6	MDC	NA	1	N
MDC_0978	DrumLib6	MDC	NA	2	N
MDC_1568	DrumLib6	MDC	NA	1	N
MDC_1798	DrumLib6	MDC	NA	2	N
MDC_3069	DrumLib6	MDC	NA	1	N
MDC_3160	DrumLib6	MDC	NA	1	N
MDC_3584	DrumLib6	MDC	NA	1	N
MDC_3680	DrumLib6	MDC	NA	1	N
MDC_3875	DrumLib6	MDC	NA	1	N
MDC_4046	DrumLib6	MDC	NA	1	N
MDC_4049	DrumLib6	MDC	NA	2	N
MDC_4083	DrumLib6	MDC	NA	1	N
MDC_4087	DrumLib6	MDC	NA	2	N
MDC_4098	DrumLib6	MDC	NA	1	N
MDC_4112	DrumLib6	MDC	NA	2	N
MDC_4134	DrumLib6	MDC	NA	1	N
MDC_4136	DrumLib6	MDC	NA	1	N
MDC_4138	DrumLib6	MDC	NA	1	N
MDC_4140	DrumLib6	MDC	NA	1	N
MDC_4142	DrumLib6	MDC	NA	1	N
MDC_4145	DrumLib6	MDC	NA	1	N
MDC_4147	DrumLib6	MDC	NA	1	N
MDC_4154	DrumLib6	MDC	NA	1	N
MDC_4162	DrumLib6	MDC	NA	1	N
MDC_4163	DrumLib6	MDC	NA	2	N
MDC_4528	DrumLib6	MDC	NA	1	N
MDC_4882	DrumLib6	MDC	NA	1	N
MDC_5123	DrumLib6	MDC	NA	1	N
MDC_5171	DrumLib6	MDC	NA	1	N
MDC_5341	DrumLib6	MDC	NA	1	N
MDC_5493	DrumLib6	MDC	NA	1	N
MDC_5652	DrumLib6	MDC	NA	2	N
MDC_5687	DrumLib6	MDC	NA	1	N
MDC_5905	DrumLib6	MDC	NA	1	N
MDC_6231	DrumLib6	MDC	NA	2	N
MDC_6310	DrumLib6	MDC	NA	1	N
MDC_6349	DrumLib6	MDC	NA	2	N
MDC_6392	DrumLib6	MDC	NA	1	N
MDC_6566	DrumLib6	MDC	NA	1	N
MDC_7017	DrumLib6	MDC	NA	2	N
MDC_7063	DrumLib6	MDC	NA	1	N
MDC_7208	DrumLib6	MDC	NA	2	N
MDC_7452	DrumLib6	MDC	NA	1	N
MDC_7930	DrumLib6	MDC	NA	1	N
MDC_8141	DrumLib6	MDC	NA	1	N
MDC_8141	DrumLib6	MDC	NA	2	N
MDC_8155	DrumLib6	MDC	NA	1	N
MDC_8155	DrumLib6	MDC	NA	1	N
MDC_8160	DrumLib6	MDC	NA	1	N
MDC_8382	DrumLib6	MDC	NA	1	N
MDC_8573	DrumLib6	MDC	NA	2	N
MDC_8674	DrumLib6	MDC	NA	1	N
MDC_8792	DrumLib6	MDC	NA	1	N
MDC_9023	DrumLib6	MDC	NA	1	N
MDC_9436	DrumLib6	MDC	NA	1	N
MDC_9908	DrumLib6	MDC	NA	1	N
MDC_9923	DrumLib6	MDC	NA	1	N
